cell_key,microns_root_id
N:395044,864691136907489134
N:556719,864691135544396072
N:112026,864691135837529143
N:560044,864691135919891996
N:170967,864691134965319199
N:424963,864691135059477403
N:130136,864691136312856381
N:551396,864691136601594833
N:517869,864691135874462094
N:464920,864691135858491438
N:552237,864691136672749703
N:462751,864691135527351131
N:518747,864691134918614794
N:553447,864691135588105970
N:152532,864691135994903978
N:466424,864691135526058075
N:551412,864691135373618249
N:596055,864691136539314594
N:191463,864691135348665303
N:658918,864691135491593447
N:158358,864691135585160572
N:521707,864691135455817322
N:180953,864691136353098453
N:419833,864691135475215732
N:463103,864691136874551918
N:59923,864691135277334862
N:463395,864691135735195269
N:591928,864691135510887888
N:522444,864691135855601710
N:421276,864691135455264362
N:556613,864691135113989273
N:464038,864691135538444146
N:464476,864691135694827156
N:464452,864691135694827156
N:520400,864691135455055978
N:129122,864691136086328195
N:653855,864691135858491438
N:408938,864691135476234677
N:521241,864691136088966967
N:521286,864691135013958390
N:520917,864691137053662070
N:337495,864691135565854551
N:126633,864691135698097941
N:451343,864691136018578312
N:485768,864691136578040852
N:332363,864691135435246730
N:338154,864691135207712377
N:651172,864691136123512766
N:137574,864691136319796190
N:766570,864691135858491438
N:135222,864691136537570369
N:518754,864691136444666243
N:414480,864691134636161290
N:136338,864691136099753077
N:335739,864691135942412404
N:651420,864691135304116391
N:441295,864691135899880319
N:518656,864691136755617654
N:333751,864691135341974705
