cell_key,cilium_length_um,centriole_dist_um,nucleus_volume_um3
N:578932,,2.0,91.16
N:418791,,,115.29
N:495429,,,231.93
N:343923,,,145.4
N:699925,,,362.84
N:365589,,,272.42
N:493438,,,340.24
N:487780,,,198.49
N:644792,,,301.56
N:538820,,,121.47
N:294213,,,281.1
N:440994,,,85.64
N:455571,,,213.42
N:235632,,,259.52
N:267235,,,269.6
N:639569,,,459.07
N:127442,,,138.26
N:359393,,,298.31
N:610951,,,406.27
N:426764,,,356.03
N:226940,,,39.39
N:572564,,,110.64
N:236258,,,149.76
N:190518,,,70.74
N:339601,,,204.37
N:249859,,4.11,70.19
N:188219,,,192.83
N:199557,,,339.71
N:367908,,,85.31
N:409832,,,101.96
N:519597,,,41.45
N:454176,,,313.99
N:169739,,,258.01
N:36418,,4.31,60.17
N:330011,,,267.01
N:375898,,,308.65
N:169076,,,263.24
N:228527,,,263.21
N:668622,,,157.03
N:159913,,,241.23
N:270121,,,299.44
N:766533,,,142.48
N:126010,,,279.61
N:487761,,,359.01
N:234912,,,429.27
N:301188,,,243.48
N:292263,,,116.99
N:257490,,7.49,48.09
N:586342,,,329.27
N:87745,,,52.76
N:362266,,,198.16
N:129512,,,232.04
N:422604,,2.25,69.39
N:292914,,,312.97
N:115902,,,237.61
N:290541,2.89,2.97,106.74
N:618689,,,352.02
N:235192,,,131.57
N:616584,,2.43,63.81
N:302523,,4.23,27.32
N:366816,,,275.55
N:531064,,,85.72
N:751023,,,296.46
N:263566,,,271.74
N:220776,,,224.8
N:63039,,,76.63
N:378514,,,87.64
N:197733,,,281.58
N:458637,,,254.8
N:442278,,,64.69
N:405927,,,117.1
N:733464,,,147.41
N:619048,,,249.21
N:246772,,,47.22
N:594547,,,319.55
N:163981,,,334.99
N:339685,,,299.53
N:314369,,,837.12
N:358921,,,65.45
N:331948,,,149.86
N:328298,,,281.84
N:723892,,,98.92
N:565309,,,131.33
N:382555,,,94.22
N:608215,,,282.98
N:42141,,,274.63
N:83779,,,251.1
N:711979,,,47.76
N:424878,,,209.25
N:620108,,,318.07
N:325856,,,279.47
N:353389,,,79.5
N:590669,,3.28,62.71
N:558155,,,339.19
N:464305,,,310.94
N:733540,,,47.01
N:110037,,,259.71
N:143723,,,62.39
N:293466,,,303.81
N:488497,,,237.05
N:226669,,,275.97
N:284043,,,139.58
N:198245,,,271.58
N:402268,,,270.9
N:114033,,,400.47
N:235780,,,40.02
N:395505,,,244.22
N:662662,,,297.47
N:468469,,,209.58
N:345432,,,148.78
N:300403,,,270.61
N:454720,,,395.09
N:592426,,,242.17
N:759828,,,222.21
N:269596,,,357.15
N:199987,,,67.27
N:527088,,,203.75
N:363745,,,238.09
N:467667,,,248.86
N:156683,,,152.14
N:230583,,,244.95
N:195315,,,222.94
N:505517,,,66.58
N:109893,,,298.46
N:78699,,,385.13
N:183944,,5.27,48.11
N:492564,,,312.26
N:598628,,,218.31
N:167576,,,326.16
N:494003,,,190.44
N:359345,,,77.84
N:431998,,,124.27
N:159466,,,53.46
N:582773,,3.04,47.39
N:226568,,,55.65
N:135330,,,187.45
N:588905,,,57.97
N:64074,,,301.37
N:762747,,,307.02
N:607875,,4.73,66.68
N:305115,,,266.25
N:123595,,,285.61
N:410243,,,76.68
N:236023,,,243.82
N:355055,,13.29,285.75
N:520660,,,328.39
N:481085,,3.75,130.95
N:389318,,,177.61
N:223098,,,282.12
N:752855,,,45.08
N:195694,,,298.86
N:325578,,,139.89
N:498493,,,269.29
N:129541,,,99.9
N:171102,,,244.05
N:270106,,,83.55
N:70713,5.41,2.51,116.36
N:152304,,,299.77
N:194977,,,153.43
N:708562,,,307.99
N:613474,,,221.55
N:556246,,,64.93
N:412822,,,78.81
N:531003,,,82.3
N:609600,,,342.41
N:340929,,,164.62
N:599993,,,40.31
N:499661,,,328.55
N:538289,,,76.46
N:167448,,,313.91
N:634418,,,69.3
N:335656,,,352.49
N:388279,,1.65,64.79
N:91839,,,119.4
N:167300,,,373.08
N:428735,,,250.61
N:522115,,,218.25
N:532258,,,223.92
N:612593,,,267.23
N:486921,,,95.98
N:393587,,,258.12
N:231180,,,274.11
N:212076,,,79.12
N:560629,,4.91,56.02
N:587138,,,56.69
N:422479,,,114.75
N:490005,,,255.7
N:191864,,,286.29
N:360488,,,229.09
N:337876,,,322.22
N:551801,,,335.08
N:152150,,,151.15
N:676269,,,39.9
N:257153,,,211.69
N:710259,,,33.26
N:519960,,,270.26
N:229754,,,277.51
N:744067,,6.74,29.42
N:77125,,,103.91
N:78326,,,54.43
N:161589,,,44.41
N:261363,,,316.67
N:313300,,,71.72
N:370087,,,92.7
N:392403,,,96.05
N:308200,,,268.51
N:428249,,,221.12
N:530397,,,91.15
N:116354,,,133.68
N:597163,,,266.01
N:369506,,,77.37
N:79354,,,197.31
N:274457,,,76.69
N:592385,,,253.87
N:505278,,,70.31
N:139155,,,94.33
N:404014,,,71.95
N:104866,,,292.03
N:463657,,,377.47
N:346293,,,77.64
N:391420,,,347.74
N:586445,,,319.04
N:80658,,,124.53
N:284355,,,133.05
N:161978,,,298.05
N:453873,,,221.57
N:63962,,,215.53
N:301543,,,183.5
N:758743,,3.69,37.76
N:26519,,,230.56
N:331118,,,97.6
N:485487,,,342.3
N:531324,,,64.58
N:560627,,,453.43
N:261511,,,304.67
N:464560,2.71,1.76,58.33
N:225142,,,49.79
N:188887,,,155.56
N:152451,,,283.31
N:656345,,,110.48
N:357069,,,50.95
N:613374,,,306.93
N:589959,,,44.39
N:336836,,,107.78
N:394340,,,180.26
N:754985,,,96.47
N:457863,,,154.62
N:161186,,,512.25
N:310532,,,83.53
N:673285,,,311.47
N:461923,,,106.67
N:300104,,,238.54
N:510957,,,49.46
N:533058,,2.98,50.71
N:421354,,,292.68
N:521709,,,207.46
N:367686,,,372.75
N:221810,1.94,2.49,48.69
N:620182,,,465.93
N:556328,,,238.93
N:272963,,,107.04
N:465955,,,228.68
N:491337,,,95.05
N:595346,,,260.85
N:368246,,,130.48
N:224622,5.39,6.6,57.88
N:553367,,,394.52
N:713678,,,256.5
N:241074,,,74.97
N:595419,,,199.0
N:420000,,,53.16
N:82027,,,131.91
N:282106,,,33.71
N:106653,,,221.43
N:193923,,,216.9
N:342598,,,225.23
N:464743,,13.94,69.93
N:536983,,,341.97
N:371794,,,252.04
N:406086,,,158.5
N:328358,,,333.48
N:194675,3.55,3.37,169.8
N:309033,,,137.9
N:458188,1.08,1.71,51.78
N:404320,,,337.1
N:677762,,,98.37
N:582869,,,106.26
N:554738,,,257.82
N:590548,,,280.98
N:364465,,,53.97
N:332060,,,266.07
N:340041,,,165.06
N:155765,,,157.02
N:598305,,,89.34
N:201517,,,97.92
N:611034,,,187.46
N:501944,,,116.72
N:360439,,,286.61
N:11527,,,326.72
N:434807,,,235.17
N:594970,,,258.11
N:753769,,,285.29
N:580871,,,279.67
N:156940,,,173.75
N:233063,,,300.39
N:107190,,,212.15
N:587952,,,219.51
N:372865,,,195.71
N:73124,,,198.48
N:456464,,5.08,67.42
N:627323,,,123.6
N:522914,,,358.67
N:264800,,,367.5
N:764769,,,34.19
N:505742,,,120.78
N:426803,,,87.63
N:543785,,,64.53
N:132430,,,255.19
N:164881,,,515.85
N:549013,,4.74,53.88
N:326801,,,379.43
N:240898,,,93.08
N:293287,,,334.54
N:670182,,,272.1
N:113880,,,47.92
N:435768,,,95.83
N:438825,,,277.25
N:679830,,,50.99
N:703666,,,145.26
N:22942,,,208.5
N:620446,,,447.6
N:581102,,,319.56
N:152372,,,280.43
N:572562,,,73.15
N:119427,,,27.28
N:365058,,,224.63
N:252672,,,403.82
N:389651,,,379.95
N:517193,,,314.53
N:399334,,,352.98
N:458836,,,32.83
N:614059,,,275.16
N:173638,,,151.71
N:587975,,,471.04
N:305707,,,237.46
N:472607,,,56.97
N:280773,,,67.55
N:523075,,,302.47
N:310990,,,89.8
N:498555,,,117.34
N:174351,,,119.87
N:400728,,,83.18
N:197476,,,77.36
N:404841,,,272.57
N:38715,,,272.3
N:106469,,,262.24
N:344199,,,273.34
N:618057,,,581.93
N:158462,,,233.81
N:622180,,,97.23
N:187757,,,130.99
N:213429,,,108.65
N:392173,,,257.02
N:198428,,,127.4
N:438476,,,286.47
N:627589,,,63.55
N:158026,,,327.48
N:568279,,,112.79
N:562038,,,347.31
N:611448,,,400.45
N:449897,,,303.18
N:346774,,,124.72
N:716541,,,57.79
N:517305,,,172.66
N:351660,,,104.43
N:231355,,,59.78
N:392544,,,141.33
N:617803,,,404.8
N:408810,,,139.08
N:536995,,,377.21
N:740836,,,225.57
N:664531,,,345.76
N:80826,,,34.23
N:426624,,,138.7
N:259879,,2.8,49.92
N:378978,,,92.44
N:366207,,6.17,58.83
N:491279,,,259.34
N:463310,,,325.49
N:396294,,,229.63
N:648468,,,354.42
N:592516,,,360.37
N:486703,,,274.25
N:407505,,,248.09
N:530382,,,220.52
N:9613,,,38.76
N:422808,,,406.01
N:309580,,,55.43
N:159019,,,242.11
N:403802,,,268.04
N:258439,,,302.67
N:291265,3.12,3.35,185.09
N:230224,,,325.03
N:64101,,,53.14
N:196927,,,87.69
N:557016,,,326.98
N:563159,,,359.43
N:172260,,,218.88
N:517866,,,237.04
N:593741,,,109.89
N:210348,,,86.23
N:622667,,,160.79
N:368130,,,157.43
N:167420,,,120.45
N:170001,,,45.13
N:222160,,,227.97
N:613523,,,229.3
N:208321,,,43.5
N:379583,,,31.13
N:439209,,,108.24
N:170374,,,363.1
N:421701,,,301.76
N:205207,,,316.05
N:531037,,,277.88
N:567501,,,98.35
N:577491,,,54.7
N:171056,,,320.22
N:483444,3.9,3.84,174.34
N:580659,,,136.03
N:510225,,,49.87
N:255285,,,213.92
N:678576,,,321.92
N:116494,,,215.76
N:327296,,,156.97
N:342244,,,319.3
N:530239,,,378.25
N:298738,,,316.44
N:269512,,,156.69
N:588126,,,490.76
N:723832,,,84.46
N:388755,,3.56,74.84
N:35078,,,46.4
N:43815,,,306.01
N:573844,,,66.5
N:382281,,,126.14
N:36167,,,203.42
N:533514,,,157.09
N:405271,,,231.17
N:516092,,,137.29
N:595586,,,149.91
N:626214,,,58.49
N:613371,,,255.58
N:197856,,,172.86
N:598399,,,90.25
N:162443,,,239.08
N:312987,,,72.09
N:517286,,3.04,48.23
N:389303,,,235.12
N:193262,,,100.96
N:434549,,,44.8
N:696154,,,41.08
N:301987,,,255.46
N:276553,,,114.12
N:613634,,,251.66
N:499762,,,48.69
N:220071,,,98.72
N:395767,,,99.86
N:666573,,1.95,49.53
N:687482,,,201.59
N:67835,,,55.39
N:41852,,,331.02
N:174722,,,40.43
N:106367,,,149.94
N:74266,,,273.0
N:538476,,,353.89
N:237102,,,69.13
N:435950,,,218.41
N:595587,,,146.98
N:296783,,,293.16
N:471235,,,44.25
N:519760,,,272.02
N:259697,,,159.65
N:294982,,,359.45
N:396841,,,306.32
N:300671,,,90.53
N:617619,,,303.34
N:129554,,,205.02
N:196932,4.28,3.98,167.68
N:43572,,,105.19
N:361996,,,326.33
N:186993,,,128.2
N:621189,,,292.84
N:526184,,,341.47
N:158392,,,252.66
N:590333,,3.42,52.78
N:568505,,,363.95
N:223365,,,307.13
N:120255,,,264.92
N:90326,,,30.28
N:105074,,,231.7
N:406594,,,152.55
N:726905,,,361.25
N:230128,,,286.7
N:618460,,2.16,65.26
N:80217,,,277.44
N:293869,,,206.82
N:460567,,,340.3
N:453857,,,280.54
N:174464,,,251.44
N:584410,,,331.12
N:614411,,,355.04
N:429593,,,286.66
N:488754,,,43.18
N:374638,,,244.97
N:261038,,,238.5
N:135572,,,128.08
N:226447,,,224.77
N:631378,,,68.9
N:491263,,,264.81
N:492085,,,263.84
N:167814,,,330.42
N:466088,,,173.42
N:432671,,,242.04
N:580560,,,329.94
N:722591,,,455.51
N:439696,,,72.2
N:424520,,,47.59
N:402332,,,92.63
N:394943,,,112.83
N:681146,,,201.01
N:518324,,,268.82
N:500286,,,78.02
N:452354,,,315.29
N:612985,,,88.69
N:374403,,,293.2
N:233256,,,45.6
N:338308,,4.81,79.05
N:272122,,,48.52
N:335228,,,296.18
N:616702,,,42.18
N:489988,,,278.5
N:324022,,,291.75
N:190916,,,293.59
N:465617,,,320.21
N:609598,,,166.87
N:81447,,,51.9
N:588122,,,152.35
N:623621,,,309.87
N:700033,,,354.04
N:313746,,,151.47
N:221926,,,182.38
N:12140,,,600.47
N:610950,,,400.72
N:459537,,,235.09
N:125530,,,255.57
N:224084,,,241.28
N:395260,,,214.96
N:616159,,,367.2
N:44755,,,52.4
N:404015,,,57.17
N:423293,,,207.82
N:370452,,2.56,176.76
N:768645,,,149.51
N:424745,,,242.34
N:569689,,,113.1
N:206891,,,274.04
N:254698,,,267.74
N:275093,,,81.11
N:611781,,,385.01
N:432776,,,341.6
N:597343,,,67.08
N:687398,,,353.89
N:564856,,,96.6
N:119468,,,246.86
N:558941,,,188.55
N:475722,,,72.11
N:430450,,,59.43
N:611300,,6.22,49.69
N:674771,,,241.03
N:677769,,,251.22
N:607378,,,182.13
N:617663,,,260.66
N:291333,,,261.05
N:394545,,,184.15
N:518808,,,334.51
N:499350,,,89.51
N:261224,,,208.55
N:340733,,,132.14
N:401574,,,254.32
N:456530,,,287.0
N:158012,,9.41,51.78
N:419130,3.97,2.31,154.74
N:581583,,,391.41
N:340572,,,296.0
N:165168,,1.76,50.0
N:753306,,,259.07
N:309290,,,291.93
N:302706,,,67.85
N:299220,,,51.79
N:487616,,,339.93
N:569821,,,111.32
N:254169,,,134.37
N:707148,,,171.86
N:227746,,,90.14
N:126683,,,228.45
N:353386,,3.71,43.37
N:241313,,,252.26
N:741259,,,57.82
N:700176,,,341.48
N:306288,,,154.11
N:392384,,,146.65
N:807383,,,155.77
N:71846,,,57.31
N:169948,,,63.99
N:260468,,,215.03
N:582439,,,289.47
N:471977,,,75.55
N:285916,,4.47,72.72
N:231728,8.33,7.33,85.75
N:617910,,,248.62
N:397081,,,310.64
N:581592,,,70.3
N:86989,,,221.84
N:303328,,,254.76
N:269827,,,172.76
N:327887,,,254.53
N:389314,,,59.72
N:534780,,,256.83
N:521633,,,82.22
N:361400,,,265.05
N:246248,,,96.77
N:486377,,,182.77
N:456532,,,370.05
N:255738,,,218.4
N:539766,,,70.81
N:552661,,,289.7
N:67838,,,297.03
N:593130,,,264.95
N:461043,,,581.4
N:178282,,,50.29
N:33408,,,263.99
N:373109,,,164.18
N:371158,,,48.07
N:665728,,,302.41
N:406251,,,207.13
N:74270,,,238.98
N:153503,,,229.23
N:158363,,,253.22
N:502881,,,89.85
N:260469,,,225.92
N:157202,,,177.62
N:658960,,,310.92
N:525946,,,51.0
N:590573,,,278.06
N:108962,,,56.69
N:432521,,,491.87
N:597988,,,465.51
N:368656,,,101.0
N:198672,,,221.37
N:559295,,,496.13
N:612289,,5.59,46.53
N:587887,,,439.05
N:388999,,,52.0
N:457718,,,304.73
N:254613,,,44.64
N:527179,,,310.24
N:490046,,,207.44
N:566027,,,253.26
N:537922,,,144.73
N:764369,,,205.86
N:122500,,,93.82
N:191418,,,95.18
N:373881,,,324.61
N:588107,,,343.76
N:188161,,,268.26
N:526876,,,153.38
N:385490,,,77.79
N:300612,,,177.19
N:486790,,,350.8
N:545288,,,79.18
N:110672,,,279.75
N:560744,,,425.91
N:453341,,,289.44
N:246457,,,91.26
N:461391,,12.68,47.12
N:466521,,,241.91
N:305635,,,210.17
N:423355,,,51.68
N:85370,,,54.14
N:596553,,,113.64
N:496243,,,240.46
N:458107,,,286.04
N:9726,,,178.1
N:502966,,,51.21
N:455910,,,258.76
N:605954,,7.79,58.97
N:202613,,,269.48
N:430171,,,140.33
N:388813,,,280.16
N:263745,,,144.32
N:257370,,,59.42
N:204482,,,207.78
N:613462,,,320.62
N:338388,,,282.05
N:234694,,,148.67
N:520592,,,342.32
N:535816,,,102.86
N:578859,,,207.44
N:303332,,,42.51
N:100586,,,140.79
N:710196,,,63.46
N:390212,,,268.82
N:491338,,,290.94
N:424981,,,268.27
N:306931,,,232.35
N:495209,,,278.13
N:467295,,,57.83
N:514494,,,119.78
N:555649,,,302.98
N:463437,,,155.63
N:224011,,,128.0
N:277933,,,80.47
N:333858,,,255.99
N:554515,,,309.97
N:537466,,,120.61
N:456406,,,218.8
N:616372,,,349.19
N:469184,,,119.39
N:500999,,,313.29
N:403416,10.17,4.52,86.83
N:345557,,,59.04
N:690040,,,414.87
N:284433,,,119.25
N:561280,,,231.82
N:546007,,,47.4
N:600464,,,261.42
N:699783,,,362.97
N:269919,,,312.98
N:400840,,,256.84
N:403270,,,49.78
N:379513,,,83.94
N:431049,,,302.49
N:86501,,,293.91
N:615691,,,75.32
N:558226,,,260.97
N:323974,,,306.82
N:542178,,,63.07
N:231965,,,214.94
N:458681,,,264.14
N:158120,,,274.6
N:399561,,,102.45
N:722030,,,290.83
N:344857,,,149.56
N:745355,,,259.58
N:586490,,,191.0
N:421743,,,295.79
N:420785,,,317.97
N:109352,,,262.75
N:703711,,,409.88
N:545497,,,173.83
N:521147,,,265.62
N:444819,,,83.68
N:420120,,,331.42
N:64072,,,312.06
N:259948,,,187.56
N:221775,,,78.14
N:211749,,,95.61
N:263837,,,265.65
N:158943,,,33.77
N:521273,,,233.28
N:551868,,,347.52
N:421520,,,272.38
N:369037,,,172.99
N:727172,,,86.77
N:181050,,,44.04
N:422351,,,78.12
N:287242,,14.31,55.84
N:77007,,,46.97
N:221050,,,56.86
N:678980,,,257.88
N:294247,,,308.21
N:623231,,,126.54
N:239172,,,103.15
N:463455,,,304.6
N:533313,,,56.68
N:392789,,,279.02
N:395266,,,261.55
N:533387,,,111.63
N:311842,,,204.48
N:609997,,,351.65
N:467803,,,227.28
N:564979,,,104.92
N:121182,,,102.82
N:623181,,,242.91
N:82244,,,180.01
N:22392,,,56.3
N:232523,,,243.7
N:492755,,,261.48
N:516688,,,255.88
N:620131,,,106.7
N:754230,,,200.82
N:81360,,,27.78
N:186595,,5.24,50.41
N:189837,,,192.17
N:503901,,,90.98
N:329443,,,259.13
N:621945,,,272.81
N:458794,,,50.03
N:737352,,,446.06
N:525206,,,355.66
N:770832,,,77.77
N:325486,,,320.17
N:461746,,,314.92
N:395879,,,326.67
N:654129,,3.64,67.41
N:152637,,,323.81
N:467115,,,117.6
N:203512,,,58.45
N:487847,,,110.28
N:641962,,,384.85
N:420703,,,232.1
N:136227,,,176.65
N:426435,,,230.96
N:333795,,,328.59
N:486677,,,312.78
N:268918,,,249.44
N:507596,,,222.34
N:499479,,,253.85
N:370628,,,707.4
N:745335,,,304.37
N:462439,,,411.91
N:121145,,,133.41
N:588596,,,153.64
N:605107,,,75.85
N:672258,,,296.55
N:398112,,,219.72
N:753688,,,52.76
N:429725,,,265.82
N:270719,,,61.17
N:805643,,,29.11
N:431537,,,378.2
N:132677,,,219.97
N:232846,,,271.95
N:120454,,,248.33
N:285464,2.81,5.01,128.94
N:398955,,,74.83
N:178215,,,85.51
N:534822,,,299.25
N:425660,,,224.55
N:158723,,,252.41
N:341895,,,354.68
N:504061,,,108.75
N:513305,1.17,1.89,59.25
N:461636,,,34.58
N:427633,,,150.15
N:244554,,,186.54
N:271901,,,267.29
N:395721,,,347.92
N:24077,,,331.8
N:370533,,,358.86
N:300207,,,142.23
N:354994,,1.71,43.46
N:392863,,,301.79
N:585606,,,45.16
N:465301,,1.87,64.52
N:172766,,,345.6
N:389087,,,329.63
N:191622,,,241.7
N:238620,,,269.58
N:312671,,,82.04
N:234424,,,120.03
N:290762,,,309.52
N:219901,,,119.23
N:588938,,,245.47
N:503168,,,86.68
N:211095,,4.07,68.84
N:568122,,,301.5
N:112520,,3.32,47.02
N:408065,,,324.95
N:581712,,,278.14
N:613243,,,388.38
N:360322,,,93.86
N:553767,,,309.17
N:635837,,,508.05
N:692603,,3.49,38.27
N:271735,,,175.18
N:143818,,,130.34
N:62882,,,146.21
N:648166,,,121.84
N:308319,,,73.26
N:201149,,,330.44
N:636555,,,43.62
N:226816,,,207.32
N:226712,,,254.06
N:292268,,,101.07
N:211775,,,77.1
N:439781,,,143.62
N:505586,,,109.42
N:167583,,,46.0
N:568874,,,84.38
N:195207,,,48.11
N:495622,,,280.87
N:614842,,,231.01
N:338356,,,407.91
N:620188,,,104.5
N:344704,,,301.87
N:301124,1.68,1.65,52.32
N:161286,,,302.8
N:565541,,,282.14
N:696066,,,152.65
N:586106,,,295.66
N:342633,,,37.52
N:456762,,,284.5
N:534804,,,219.16
N:581389,,,107.15
N:309163,,,144.91
N:189241,,,325.39
N:263488,,,189.77
N:669126,,,388.74
N:591401,,,425.58
N:211298,,,232.52
N:369667,,,320.59
N:307266,,,291.51
N:268249,,,248.02
N:663028,,,321.37
N:80673,,,110.86
N:580688,,,237.74
N:437079,,,118.87
N:585711,,,328.26
N:67191,,,302.97
N:333160,,,245.45
N:436150,,,51.76
N:364328,,,25.05
N:297338,,,276.2
N:491508,,,261.45
N:607769,,,46.07
N:330412,,,213.92
N:663024,,,329.55
N:162622,,,176.48
N:270015,,,327.66
N:337621,,,86.09
N:139291,,,171.55
N:550583,,,62.05
N:498364,,,340.06
N:265975,,,69.76
N:172948,,,92.79
N:583728,,,165.68
N:397892,,,345.41
N:430175,,,251.88
N:189290,,,350.46
N:228941,,,166.6
N:557385,,,252.69
N:486148,,,428.57
N:452595,,,347.52
N:389997,,,440.93
N:360137,,,332.94
N:553245,,,343.06
N:459914,,,261.97
N:589267,,,349.95
N:159924,,,218.49
N:565458,,,47.58
N:377273,,,82.91
N:199504,,,74.55
N:299737,,,48.26
N:398478,,,270.53
N:457639,,,219.63
N:486423,,,273.77
N:162775,,,363.7
N:152818,,,211.27
N:457491,,,273.96
N:358827,,,140.46
N:227584,,,255.0
N:467116,,,39.68
N:105178,,,204.43
N:517111,,,300.67
N:486032,,,45.84
N:395010,,,262.53
N:233920,,,246.53
N:300822,,,78.47
N:490124,,,244.33
N:558935,,,409.49
N:188745,,,313.49
N:658947,,,328.31
N:462313,,,86.64
N:554678,,,245.18
N:722660,,,286.32
N:558198,,,513.47
N:358628,,,151.15
N:430237,,,298.37
N:271839,,,280.29
N:560613,,,414.11
N:245215,,,477.23
N:263274,,,331.62
N:296665,,,306.57
N:469185,,,252.81
N:159192,,,160.14
N:156653,,,215.3
N:586260,,,288.74
N:409602,,,218.66
N:374503,,,93.57
N:499269,,,275.58
N:67288,,,268.66
N:211557,,,72.63
N:761730,,,261.88
N:232201,,,228.9
N:618180,,,110.75
N:513521,,5.48,29.07
N:138468,,,614.55
N:518904,,,277.39
N:537965,,,66.46
N:197749,,,324.64
N:81640,,,111.66
N:196447,,,56.69
N:459783,,,245.04
N:631140,,,72.88
N:666486,,,92.21
N:501171,,3.92,34.42
N:163692,,,246.56
N:269251,,,364.48
N:44130,,,54.73
N:616743,,,98.85
N:668213,,,217.27
N:405622,,,209.02
N:438017,,,361.73
N:233499,,,279.27
N:591575,,,140.85
N:344602,,,92.86
N:763388,,,292.27
N:395449,,,273.81
N:203816,,,283.87
N:253162,,,34.77
N:476740,,,52.25
N:260814,,,86.93
N:374663,,,318.95
N:195356,,,263.36
N:306009,,,132.8
N:239767,,,101.04
N:190769,,,108.74
N:326315,,,284.48
N:422454,,,89.35
N:561162,,,49.91
N:642191,,,451.38
N:187714,,,321.84
N:624342,,,283.66
N:641896,,,119.6
N:363329,,,240.23
N:4142,,,202.81
N:357415,,,271.06
N:424206,,,45.37
N:622265,,,331.79
N:380696,,,102.24
N:312418,,,74.3
N:500601,,,280.32
N:333982,,,248.75
N:592125,,,350.88
N:206321,,,219.32
N:256940,,,296.46
N:599688,,,78.16
N:537468,,,118.04
N:562449,,,78.85
N:210016,,,115.31
N:73457,,,225.63
N:83627,,3.7,39.03
N:260852,,,280.56
N:693199,,,202.87
N:202235,,,227.67
N:239983,,,93.98
N:429690,,,166.44
N:202918,,,228.21
N:73801,,,45.09
N:533207,,,245.52
N:338377,,,491.48
N:133026,,,230.9
N:668171,,,272.6
N:485796,,,320.98
N:458263,,,317.67
N:468754,,,163.58
N:434378,,,196.42
N:396644,,,133.22
N:666296,,,90.66
N:193110,,,302.01
N:209750,,,110.96
N:65500,,,136.94
N:83954,,,147.25
N:300210,,,328.45
N:660638,,,221.42
N:102922,,,238.49
N:360929,,,156.26
N:135772,,,255.66
N:485847,,,40.43
N:457085,,,206.25
N:616320,,,316.77
N:314570,,,96.29
N:403334,,,243.09
N:465811,,,316.43
N:626026,,,91.21
N:700044,,,272.17
N:236678,,,300.78
N:517818,,,304.4
N:435402,,,404.8
N:260021,,,91.22
N:469170,,,311.93
N:492626,,,104.9
N:525279,,4.37,40.23
N:335997,,,145.89
N:109922,,,345.42
N:297488,,,260.6
N:363556,,,174.02
N:501699,,,331.12
N:614850,,,60.72
N:332581,,,200.96
N:324851,,1.08,118.43
N:595275,,,291.07
N:452245,,,290.86
N:227458,,,227.18
N:270730,,,234.48
N:262607,,,85.85
N:566048,,,313.36
N:165287,,,403.34
N:292150,,,309.18
N:428655,,,281.42
N:346822,,,95.35
N:485089,,,263.52
N:73887,,,205.48
N:337571,,,180.14
N:350227,,,301.08
N:115751,,,229.33
N:114012,,,318.02
N:344792,,,45.42
N:228361,,,43.49
N:518005,,,53.17
N:722602,,,257.28
N:570974,,,78.13
N:452557,,,325.58
N:305453,,6.16,62.85
N:166840,,,53.91
N:453272,,,288.31
N:371842,,,109.63
N:565159,,,340.12
N:63600,,4.47,48.83
N:537439,,,189.17
N:293346,,,164.73
N:436175,,,280.29
N:417258,,2.83,124.87
N:70620,,,183.23
N:371648,,,157.96
N:301221,,4.77,43.82
N:191971,,,162.0
N:199770,,,55.0
N:452163,,2.91,80.69
N:315410,,,146.5
N:103304,,,99.6
N:162025,,,286.77
N:401802,,,284.13
N:415444,,,185.36
N:505325,,,28.26
N:435824,,,109.09
N:361832,,3.52,42.55
N:426483,,,150.3
N:256273,,,53.88
N:731163,,,147.64
N:668014,,,251.62
N:326342,,,340.98
N:238159,,,241.42
N:292491,,,264.47
N:84153,,,238.92
N:296545,,,64.49
N:238448,,,354.37
N:485900,,,343.45
N:116678,,,176.11
N:559022,,,371.66
N:456174,,,287.36
N:552820,,,296.34
N:525147,,,290.95
N:517505,,,233.42
N:371697,,,247.58
N:105844,,,239.69
N:555912,,,231.61
N:520519,,,352.61
N:205907,,,299.41
N:587276,,,269.36
N:202669,,,73.1
N:358401,,,95.2
N:800732,,,165.17
N:429842,,,191.03
N:668190,,,237.29
N:762405,,,144.6
N:134370,,,201.02
N:493578,,,336.63
N:393707,,,198.97
N:70602,,,232.48
N:376994,,,189.37
N:470459,,,94.54
N:554829,,,176.34
N:762277,,,294.19
N:136292,,5.18,72.1
N:376189,,,47.48
N:688216,,,270.37
N:584185,,,335.4
N:330296,,,215.56
N:642336,,,354.41
N:298362,,,203.22
N:395340,,,321.66
N:303033,,,80.11
N:527853,,,331.37
N:22339,,,406.26
N:391513,,,215.42
N:526336,,,260.83
N:160215,,,294.18
N:157512,,,315.33
N:229879,,,211.12
N:392347,,,38.04
N:653858,,,195.7
N:584801,,,173.64
N:457593,,,175.07
N:92123,,,54.93
N:135486,,,126.37
N:465537,,,290.41
N:389003,,,281.3
N:259220,,,396.84
N:279758,,,125.64
N:227024,,,64.53
N:717183,,,144.9
N:294622,,,92.25
N:73464,,,195.14
N:570820,,,127.95
N:190323,,,299.96
N:204507,,,36.33
N:607815,,,301.48
N:535717,,,379.16
N:466635,,,139.56
N:422503,,,81.04
N:617142,,,463.65
N:393123,,,164.61
N:260686,,,232.64
N:456662,,,225.64
N:566847,,,339.95
N:324264,,,192.25
N:751510,,,27.94
N:504129,,,85.42
N:32002,,,285.66
N:256114,,,263.38
N:570139,,,55.5
N:746366,,,230.49
N:329894,,,266.93
