cell_key,cilium_length_um,centriole_dist_um,nucleus_volume_um3
N:262937,,,253.13
N:392706,,,279.03
N:421908,,,104.46
N:560156,,,104.46
N:377717,,,104.47
N:306850,,,104.47
N:261342,,,217.11
N:394371,,,280.81
N:240824,,,104.47
N:299537,,,274.03
N:158942,,,250.35
N:429676,,,104.48
N:313866,,,104.48
N:553582,,,267.02
N:255582,,,307.13
N:526099,,,104.49
N:625153,,,104.49
N:444693,,,104.49
N:360269,,,382.25
N:113986,,,104.49
N:268138,,,327.67
N:285287,3.25,26.62,104.49
N:556952,,,104.49
N:36531,,,301.12
N:386636,,,104.5
N:584593,,,104.5
N:293210,,,104.5
N:435647,,,104.5
N:472530,,,104.5
N:171124,,,104.51
N:123814,,,104.51
N:570971,,,104.51
N:237764,,,104.52
N:504681,,,104.52
N:303611,,,104.53
N:578150,,,104.53
N:625054,,,104.53
N:358444,,,370.59
N:711410,,,291.77
N:359723,,,104.54
N:193046,,,256.86
N:471251,,,230.94
N:266327,,,104.54
N:468967,,,104.54
N:319899,,,240.24
N:622280,,,241.89
N:222979,,,335.32
N:767994,,,214.67
N:535755,,,104.57
N:378410,,,104.58
N:642240,,,322.46
N:258299,,,307.04
N:586853,,,104.58
N:414172,,,104.58
N:439477,,,104.58
N:467775,,,306.14
N:462077,,,104.59
N:533163,,,104.59
N:158362,,,302.51
N:566049,,,104.59
N:302134,,,104.59
N:538389,,,104.6
N:413114,,,104.6
N:333724,,,104.61
N:422118,,,104.61
N:239909,,,104.61
N:393478,,,104.61
N:397496,,,322.46
N:594651,,,286.6
N:368372,,,104.62
N:170388,,,104.63
N:132926,,,104.63
N:195517,,,274.83
N:535886,,,104.63
N:260915,,,104.64
N:210005,,,104.64
N:453448,,,104.64
N:745706,,,258.98
N:199491,,,310.88
N:319851,,,104.64
N:164802,,,104.65
N:79796,,,104.65
N:391904,,,246.54
N:299897,,,289.61
N:580013,,,104.65
N:625481,,,104.65
N:388625,,,104.66
N:429021,,,104.66
N:343841,,,270.85
N:205015,,,283.14
N:468887,,,300.03
N:512140,,,104.66
N:218900,,,104.66
N:507708,,,104.67
N:459152,,,285.26
N:306361,,,290.39
N:615600,,5.26,104.68
N:434011,,,104.68
N:768699,,,104.68
N:399185,,,104.68
N:764131,,,104.68
N:755663,,,104.68
N:580549,,,241.78
N:599491,,,104.69
N:335942,,,258.57
N:764512,,,310.52
N:436982,,,104.69
N:116336,,,230.64
N:119269,,,104.7
N:620075,,,104.7
N:257538,,,268.46
N:724633,,,104.7
N:254465,,,266.96
N:679286,,,104.71
N:167230,,,104.72
N:441414,,,104.72
N:674373,,,104.72
N:23788,,,104.72
N:593995,,,104.72
N:489580,,,312.28
N:263987,,,104.74
N:364868,,,246.06
N:200658,,,446.25
N:274431,,,242.21
N:597139,,,407.15
N:590162,,,224.2
N:596773,,,104.76
N:671018,,,272.21
N:432874,,,338.15
N:628130,,,104.76
N:522542,,,104.76
N:259728,,,234.11
N:63740,,,248.95
N:413985,,,104.77
N:109328,,,104.77
N:305135,,,104.78
N:152958,,,256.79
N:205990,,,410.85
N:499402,,,104.78
N:626021,,,104.79
N:531340,,,104.79
N:366471,,,284.51
N:770414,,,104.8
N:159127,,,210.9
N:525769,,,355.97
N:209930,,,104.8
N:191826,,,104.81
N:223669,,,271.17
N:397549,,,104.81
N:523097,,,104.81
N:266136,,,104.81
N:85646,,,104.81
N:515515,,,104.81
N:346475,,,104.82
N:174683,,,260.25
N:76107,,,104.82
N:168561,,,286.48
N:267396,,,104.83
N:626151,,,104.83
N:120652,,,104.83
N:231108,,,104.83
N:409765,,,104.83
N:570126,,,104.83
N:307613,,,104.84
N:343512,,,226.4
N:187662,,,316.25
N:163688,,,104.85
N:106600,,,306.78
N:420410,,,252.43
N:408413,,,104.86
N:201576,,,104.86
N:592348,,,104.86
N:494141,,,104.86
N:470306,,,104.86
N:217054,2.85,4.23,104.87
N:265138,,,104.87
N:331747,,,104.87
N:290906,,,288.94
N:240608,,,104.88
N:253283,,,278.89
N:594878,,,246.76
N:504131,,,104.88
N:344449,,,104.88
N:161722,,,239.73
N:674915,,,104.88
N:677254,,,104.89
N:614093,,,279.5
N:432978,,,104.89
N:527071,,,323.96
N:294273,,,217.65
N:380457,,,104.89
N:587044,,,104.9
N:622197,,,104.9
N:189928,,,252.89
N:598237,,,104.9
N:518116,,,307.59
N:550355,3.35,4.33,104.91
N:518768,,,324.6
N:565808,,,104.91
N:344052,,,104.92
N:255639,,,270.07
N:36457,,,301.78
N:258217,,,307.25
N:417664,,2.97,104.93
N:39474,,,104.93
N:436853,,,104.94
N:460327,,,104.94
N:672855,,,335.54
N:122490,,,104.95
N:276599,,,104.95
N:195519,,,324.97
N:681956,,,104.95
N:573170,,,104.96
N:621884,,,104.96
N:461626,,,104.96
N:470875,,,104.97
N:67719,,,104.97
N:592109,,,104.98
N:223774,,,235.27
N:237890,,,104.98
N:587038,,,251.01
N:596680,,,104.99
N:75946,,,104.99
N:558838,,,104.99
N:260871,,,235.15
N:500690,,,218.22
N:646043,,,105.01
N:210931,,,105.01
N:626145,,,105.01
N:489309,,,105.01
N:391475,,,105.01
N:210602,,,105.01
N:462270,,,105.02
N:442456,,,105.02
N:570312,,,105.03
N:570219,,,105.03
N:560435,,,408.11
N:116847,,,105.03
N:465936,,,105.03
N:383797,,,105.03
N:149768,3.33,4.4,105.03
N:146353,,2.4,105.04
N:450016,,,270.85
N:404316,,,105.04
N:174447,,,105.04
N:608597,,,320.35
N:173584,,,105.05
N:209542,,,105.06
N:154403,,,105.06
N:397683,,,105.07
N:159907,,,304.01
N:271487,,,105.07
N:184591,,,105.07
N:584579,,,105.07
N:592721,,,105.07
N:132988,,,218.76
N:38934,,,105.07
N:534724,,,288.3
N:624331,,,231.56
N:406937,,,105.08
N:366169,,,244.28
N:463708,,,105.09
N:550219,,,105.09
N:671239,,,236.5
N:121212,,,105.11
N:76927,,,105.11
N:64263,,,230.73
N:233714,,,105.11
N:466085,,,105.11
N:135537,,,105.12
N:511038,,,105.12
N:598275,,,105.12
N:100789,3.49,2.46,105.12
N:200901,,,105.13
N:618711,,,303.06
N:361220,,,263.5
N:320157,2.37,3.84,105.13
N:346262,,,105.14
N:132412,,,274.06
N:586431,,,105.15
N:457609,,,264.34
N:636701,,,478.35
N:473058,,,105.15
N:123787,,,105.15
N:133203,,,105.16
N:391246,,,105.16
N:237740,,,105.16
N:302210,,,468.89
N:497717,,,433.87
N:227589,,,105.17
N:431881,,,296.73
N:678860,,,105.17
N:480397,,,105.17
N:341187,,,241.84
N:795209,,,317.19
N:305221,,,105.18
N:391722,,,105.18
N:722127,,,305.67
N:5589,,,105.18
N:91459,,,105.19
N:491580,,,105.19
N:122959,,,105.19
N:70093,,,265.65
N:488920,,,248.01
N:89849,,,105.2
N:106503,,,105.2
N:206129,,,105.21
N:239545,,,105.21
N:270358,,,355.84
N:462030,,,105.22
N:477517,,,105.22
N:6178,,,105.22
N:671161,,,105.22
N:238521,,,105.22
N:556667,,,105.23
N:414304,,,105.23
N:402196,,,105.23
N:555724,,,105.23
N:61258,,,105.23
N:394918,,,105.24
N:707139,,,105.24
N:379509,,,105.24
N:615344,,,105.24
N:406120,,,105.24
N:331339,,,279.55
N:799871,,,105.25
N:673539,,,105.25
N:590560,,,433.46
N:382467,,,105.26
N:379489,,,105.26
N:378390,,,105.26
N:310883,,,105.26
N:804470,,,105.26
N:110364,,,282.96
N:597724,,,105.26
N:154436,,,254.22
N:168714,,,270.64
N:456747,,,281.89
N:670159,,,105.27
N:464806,,,337.6
N:208665,,,105.28
N:312843,,,105.28
N:382066,,,105.28
N:129678,,,105.28
N:584803,,,287.39
N:294897,,,280.2
N:439663,,,105.28
N:593083,,,105.28
N:699698,,,272.74
N:240330,,,105.29
N:89364,,,105.29
N:295673,,,105.3
N:771893,,,105.3
N:525932,,,105.3
N:296934,,,105.3
N:756412,,,105.3
N:700060,,,234.99
N:256669,,,291.43
N:226487,,,105.31
N:500274,,,306.36
N:471671,,,105.32
N:527764,,,105.32
N:213623,,,105.32
N:422365,,,221.81
N:296742,,,236.97
N:681172,,,105.32
N:232585,,,105.33
N:174360,,,239.45
N:357080,,,105.34
N:755924,,,105.34
N:727054,,,105.34
N:334705,,,293.01
N:629401,,,105.34
N:423326,,,236.06
N:229576,,,105.35
N:486154,,,382.99
N:186625,1.68,2.93,105.36
N:282232,,,105.37
N:488203,,,105.37
N:440523,,,105.37
N:312257,,,105.37
N:175475,,,343.04
N:356729,3.99,3.04,105.37
N:535625,,,105.37
N:583078,,,245.27
N:586413,,,444.3
N:373498,,,105.38
N:411115,,,105.39
N:433828,,,105.39
N:619074,,,105.39
N:332038,,,105.4
N:456750,,,278.59
N:501032,,,105.4
N:490909,,,105.4
N:204596,,,105.4
N:678907,,,105.4
N:102025,2.65,7.32,105.4
N:241315,,,229.27
N:218086,,,105.41
N:235730,,,105.41
N:178175,,,105.41
N:269422,,,274.7
N:334025,,,105.42
N:207152,,,105.42
N:515083,,,105.42
N:392947,,,299.21
N:107301,,,265.03
N:82249,,,105.44
N:556767,,,240.38
N:30163,,,317.07
N:778016,,,105.44
N:594300,,,105.45
N:375065,,,279.28
N:531191,,,283.27
N:177068,,,105.45
N:568132,,,105.45
N:422190,,,350.56
N:499593,,,267.96
N:272736,,,304.53
N:611396,,,428.41
N:111068,,,299.08
N:333425,,,231.68
N:33353,,,105.47
N:530296,,,105.48
N:670921,,,105.48
N:494357,,,105.48
N:129585,,,105.48
N:173769,,,105.49
N:67732,,,392.39
N:566490,,,232.08
N:727281,,,105.49
N:568838,,,105.49
N:493861,,,105.49
N:85649,,,105.5
N:619303,,,105.5
N:554286,,,252.03
N:313785,,,105.51
N:451649,,,105.51
N:371189,,,105.51
N:136998,,,105.52
N:587835,,,105.52
N:530900,,,105.52
N:717491,,,105.52
N:531514,,,105.52
N:161974,,,266.22
N:487280,,,378.16
N:771867,,,105.54
N:566724,,,105.54
N:210841,,,105.55
N:623030,,,299.92
N:382946,,,105.55
N:307217,,,105.56
N:334638,,,268.6
N:205116,,,292.92
N:594315,,,105.56
N:135683,,,105.56
N:105837,,,105.57
N:427797,,,105.57
N:196279,,,105.57
N:64284,,,313.08
N:242652,,,105.58
N:158356,,,105.58
N:376536,,,105.58
N:616383,,,302.02
N:23156,,,238.12
N:435601,,,250.91
N:389193,,,303.71
N:551137,,,105.59
N:731749,,,105.6
N:487860,,,105.6
N:579536,,3.34,105.6
N:666602,,,291.67
N:659089,,,105.61
N:372977,,,105.61
N:370017,,,105.61
N:399748,,,105.61
N:297358,,,105.62
N:496728,,,105.62
N:505513,,,105.62
N:238057,,,284.19
N:332022,,,224.83
N:404352,,,277.41
N:234681,,,105.63
N:560093,,,105.63
N:201894,,,105.63
N:119440,,,230.15
N:706684,,,347.4
N:266011,,,105.64
N:694395,,,105.64
N:261404,,,306.46
N:468495,,,278.27
N:296867,,,105.65
N:497108,,,105.65
N:648592,,,410.24
N:488987,,,105.65
N:519416,,,278.15
N:267510,,,105.66
N:292316,,,247.31
N:624150,,,105.66
N:328937,,,105.66
N:604330,,,105.67
N:507077,,,105.67
N:599234,,,105.67
N:659315,,,291.16
N:365955,,,276.81
N:617988,,,105.67
N:625060,,,105.68
N:140145,,,105.69
N:681562,,,105.69
N:563023,,,105.69
N:486175,,,382.11
N:256944,,,105.69
N:367451,,,105.69
N:790726,,,105.7
N:595413,,,105.7
N:600911,,,105.7
N:419586,3.68,3.04,105.7
N:67161,,,220.03
N:566752,,,234.97
N:561783,,,268.64
N:612287,,,285.64
N:468018,,,269.5
N:230462,,,105.71
N:434141,,,105.71
N:406897,,,105.72
N:539456,,,105.72
N:511831,,4.86,105.72
N:378356,,,105.72
N:422741,,,321.84
N:201415,,,105.72
N:681190,,,105.72
N:504765,,,105.72
N:61307,2.72,3.25,105.73
N:261316,,,254.45
N:149408,,,105.73
N:466599,,,105.73
N:224235,,,379.02
N:341220,,,341.06
N:421059,,,269.16
N:440234,,,105.75
N:372342,,,105.75
N:351837,,,105.75
N:394979,,,276.37
N:665314,,,105.76
N:155489,,,311.55
N:674243,,,105.76
N:627422,,,105.76
N:731665,,,105.76
N:628839,,,105.76
N:238609,,,240.99
N:653586,,,373.75
N:178008,,,105.77
N:176427,,,105.77
N:291609,,,283.09
N:551831,,,471.75
N:27298,,,266.78
N:278019,,,105.78
N:11783,,,105.78
N:139130,,,105.79
N:197082,,,105.79
N:600939,,,105.79
N:159442,,,105.79
N:74153,,,235.78
N:365697,,,105.8
N:323751,2.02,5.48,105.8
N:499615,,,216.23
N:467110,,,251.71
N:223055,,,297.92
N:400201,,,328.02
N:129141,,,238.15
N:436529,,,227.89
N:279802,,,105.82
N:303660,,,105.82
N:226256,,,277.28
N:305028,,,105.83
N:445160,,,105.83
N:8336,,,292.71
N:236313,,,324.87
N:471334,,,105.84
N:119310,,,105.84
N:587897,,,105.84
N:533706,,,372.88
N:378712,,,322.91
N:323771,,,268.26
N:368531,,,105.85
N:695807,,,276.82
N:449047,,,105.85
N:486178,,,390.3
N:270414,,,105.86
N:175288,,,105.86
N:195370,,,105.86
N:315922,,,105.86
N:434227,,,105.86
N:726936,,,105.87
N:614474,,,322.55
N:183357,2.92,3.37,105.87
N:413163,,,105.87
N:200458,,,105.87
N:234057,,,275.31
N:328265,,,285.93
N:429208,,,105.89
N:362051,,,309.91
N:135814,,,105.89
N:333236,,,105.89
N:263926,,,105.89
N:560922,,,105.89
N:226717,,,105.9
N:462968,,,105.9
N:106363,,,248.56
N:573182,,,105.9
N:201908,,,105.9
N:510362,,,105.9
N:625144,,,105.9
N:500655,,,105.9
N:196266,,,247.9
N:367862,,,105.91
N:722070,,,302.92
N:230405,,,228.18
N:453394,,,265.73
N:228884,,,105.91
N:656364,,,265.66
N:698160,,,105.92
N:610793,,,370.53
N:158010,,,415.82
N:224519,,,295.88
N:475567,,,105.94
N:660954,,,105.94
N:515549,,,105.95
N:678400,,,105.95
N:807115,,,105.95
N:499962,,,263.88
N:204833,,,257.23
N:630549,,,105.96
N:205446,,,105.96
N:308172,,,105.97
N:390675,,,260.21
N:497762,,,105.97
N:382213,,,105.97
N:489548,,,105.97
N:277692,,,105.97
N:599585,,,105.98
N:136670,,,105.98
N:535049,,,258.55
N:534549,,,105.98
N:463256,,,105.98
N:81960,,,105.99
N:470972,,,105.99
N:537698,,,105.99
N:350888,,,106.0
N:302431,,,106.0
N:458593,,,267.45
N:614322,,,247.39
N:481439,,3.47,106.0
N:202811,,,284.16
N:397930,,,106.01
N:203059,,,106.01
N:162773,,,106.01
N:363921,,,106.01
N:328241,,,106.01
N:403179,,,250.28
N:453518,,,269.39
N:656616,,,233.4
N:39485,,,108.54
N:73627,,,108.55
N:194701,,,108.55
N:396098,,,280.38
N:132343,,,108.56
N:610952,,,369.29
N:366116,,,262.06
N:583734,,,294.43
N:123005,,,108.56
N:580981,,,108.57
N:364078,,,222.42
N:563524,,,108.57
N:496253,,,289.14
N:387431,,,108.58
N:257247,,,430.4
N:162944,,,251.44
N:773592,,,108.59
N:561071,,,108.59
N:203487,,,108.59
N:454268,,,302.55
N:104480,,,241.11
N:552179,,,316.0
N:503622,,,108.6
N:420792,,,381.67
N:199939,,,226.61
N:566196,,,249.17
N:135905,,,108.61
N:493096,,,108.62
N:590694,,,472.73
N:188835,2.76,4.89,108.62
N:355253,,,108.62
N:517745,,,108.63
N:298956,,,232.39
N:390071,,,106.09
N:369831,,,318.0
N:431100,,4.54,106.09
N:549593,,,106.09
N:203686,,,280.04
N:408250,,,106.11
N:262551,,,106.11
N:336411,,,106.11
N:502676,,,106.12
N:430221,,,106.12
N:567053,,,106.13
N:669843,,,106.13
N:410045,,,106.13
N:742450,,,106.13
N:126815,,,106.13
N:337031,,,106.13
N:243250,,,106.13
N:659149,,,106.14
N:464264,,,106.14
N:739916,,,307.18
N:90029,,,106.14
N:63556,,,287.17
N:465954,,,106.14
N:594228,,,106.14
N:100931,3.58,3.96,106.15
N:530935,,,106.15
N:412105,,,106.15
N:563341,,,106.15
N:684601,,,106.15
N:399888,,,106.15
N:18856,,,106.15
N:668659,,,106.16
N:173615,,,106.16
N:353294,,,106.17
N:221634,,,106.17
N:301369,,,106.17
N:338039,,,106.17
N:458342,,,245.79
N:342203,,,259.57
N:517319,,,219.53
N:595364,,,106.18
N:126503,,,258.57
N:602290,,,106.18
N:309650,,,106.18
N:300475,,,251.85
N:70543,,,106.19
N:395827,,,106.19
N:593193,,,319.63
N:567052,,,106.19
N:322627,3.35,2.65,106.19
N:308385,,,106.2
N:681193,,,106.2
N:208381,,,106.2
N:18350,,,106.21
N:369887,,,314.8
N:325588,,,234.91
N:753555,,,106.22
N:441162,,,106.22
N:614543,,,106.22
N:368110,,,296.12
N:333171,,,106.23
N:367702,,,106.23
N:431314,,,106.23
N:218032,,,106.23
N:648353,,,106.24
N:466216,,,106.24
N:298283,,,106.25
N:758064,,,258.33
N:231168,,,106.25
N:722313,,,106.25
N:494319,,,263.99
N:497761,,,305.98
N:302661,,,283.73
N:627246,,,106.26
N:172023,,,106.26
N:507102,,,106.26
N:345105,,,106.26
N:674836,,,247.29
N:732100,,,106.27
N:632540,,,106.27
N:166588,,,294.23
N:109436,,,260.7
N:307986,,,106.29
N:306545,,,106.29
N:312337,,,106.29
N:394281,,,217.28
N:533852,,,249.69
N:628761,,,106.3
N:497760,,,106.31
N:367912,,,106.31
N:344653,,,299.65
N:31501,,,106.33
N:327338,,,212.82
N:503192,,,106.33
N:500548,,,106.34
N:584544,,,308.86
N:766600,,,261.93
N:402065,,,414.77
N:675843,,,234.54
N:61238,,2.16,106.34
N:240229,,,255.77
N:337004,,,106.35
N:4072,,,325.0
N:332802,,,106.36
N:685554,,,106.36
N:426945,,,279.15
N:333509,,,294.27
N:493894,,,106.37
N:351604,,,106.38
N:165423,,,106.38
N:331254,,,236.53
N:673284,,,316.65
N:623298,,,106.39
N:298147,,,247.99
N:444420,,,106.39
N:300817,,,305.87
N:125953,,,303.93
N:626977,,,106.39
N:271407,,,106.4
N:373544,,,271.48
N:200993,,,106.4
N:586021,,,106.4
N:295709,,,223.16
N:610313,,,370.1
N:134247,,,106.41
N:467796,,,238.1
N:199761,,,361.92
N:438229,,,106.42
N:126409,,,252.65
N:222173,,,299.74
N:535823,,,106.43
N:301930,,,106.43
N:502551,,,106.43
N:184992,2.7,1.76,106.43
N:334533,,,106.44
N:161780,,,106.44
N:751095,,,106.44
N:376975,,,106.44
N:405783,,,106.45
N:210833,,,106.45
N:136200,,,106.45
N:255759,,,268.15
N:566385,,,106.45
N:341193,,,106.46
N:309106,,,106.46
N:602051,,,106.47
N:598457,,,106.47
N:599375,,,106.47
N:324434,,,242.29
N:505514,,,106.48
N:194570,,,243.6
N:761469,,,106.49
N:711722,,,106.49
N:337955,,,106.49
N:668219,,,230.57
N:385177,,,106.49
N:462188,,,106.49
N:659556,,,106.5
N:286621,,2.55,106.5
N:490064,,,277.83
N:262785,,,106.51
N:329990,,,256.73
N:374258,,,106.52
N:628640,,,106.52
N:566091,,,345.84
N:159602,,,280.04
N:235025,,,106.52
N:807105,,,106.52
N:567030,,,106.52
N:263265,,,106.53
N:299449,,,245.74
N:255875,,,281.66
N:678049,,,106.54
N:320312,2.44,2.63,106.54
N:636337,,,106.54
N:667460,,,106.55
N:169658,,,106.55
N:570151,,,106.55
N:552196,,,322.43
N:129718,,,311.88
N:209899,,,106.56
N:667441,,,289.75
N:49772,,,106.57
N:598260,,,106.57
N:591968,,,290.44
N:166842,,,106.57
N:205339,,,106.57
N:762891,,,106.58
N:407633,,,106.58
N:679359,,,106.58
N:287134,,,106.58
N:459076,,,421.22
N:322118,,,106.59
N:119734,,,106.59
N:566200,,,356.19
N:70721,,,216.2
N:534427,,,252.58
N:350520,,,106.6
N:563241,,,106.61
N:455577,,,273.83
N:530836,,,404.54
N:90878,,7.65,106.61
N:338035,,,106.61
N:169436,,,106.62
N:534412,,,106.62
N:256449,,,315.01
N:276094,,,106.62
N:376855,,,106.63
N:361974,,,106.63
N:424880,,,106.63
N:263205,,,234.51
N:123076,,,106.64
N:92340,,,106.64
N:92461,,,106.64
N:343823,,,106.65
N:438402,,,275.43
N:346626,,,106.65
N:275674,,,106.66
N:187094,,,106.66
N:539172,,,106.66
N:351858,,,106.66
N:410856,,,106.66
N:504019,,,106.66
N:471492,,,106.66
N:469715,,,106.66
N:188069,,,315.76
N:538162,,,106.67
N:129704,,,106.68
N:504666,,,106.68
N:614654,,,335.23
N:272678,,,106.68
N:596684,,,106.68
N:512825,2.53,6.84,106.68
N:516716,,,106.69
N:727233,,,106.69
N:151190,2.47,3.45,106.69
N:677936,,,106.7
N:339866,,,106.7
N:235702,,,106.7
N:426003,,,246.56
N:372840,,,106.7
N:431474,,,106.7
N:769112,,,106.71
N:567604,,,106.71
N:364374,,,106.71
N:371388,,,106.71
N:303661,,,106.71
N:459864,,,106.71
N:369279,,,106.71
N:361329,,,106.71
N:541343,,,106.71
N:466320,,,298.51
N:154592,,,284.46
N:90213,,,106.72
N:452735,,,356.94
N:400034,,,460.87
N:207950,,,106.73
N:433458,,,106.73
N:552139,,,106.73
N:348285,,,106.74
N:183559,3.08,3.06,106.74
N:375930,,,221.0
N:315772,,,106.74
N:303955,,,106.74
N:468699,,,106.75
N:532176,,,106.75
N:594217,,,234.32
N:370258,,,106.75
N:233812,,,269.31
N:192616,,,231.97
N:689996,,,370.96
N:287195,3.07,6.71,106.77
N:91708,,,106.77
N:163971,,,106.77
N:199276,,,270.48
N:261250,,,263.6
N:280791,,,106.78
N:196930,,,106.78
N:329795,,,256.54
N:274136,,,273.5
N:252892,2.77,2.27,106.8
N:478100,,,106.8
N:64208,,,290.62
N:590368,,,106.8
N:232061,,,278.65
N:17790,,,106.81
N:731651,,,106.81
N:166225,,,106.81
N:597162,,,106.82
N:502922,,,106.82
N:273505,,,285.09
N:586483,,,106.82
N:290890,,,106.82
N:374504,,,241.88
N:192583,,,106.82
N:452642,,,106.83
N:585629,,,274.79
N:266875,,,106.83
N:213203,,,106.83
N:71089,,,249.22
N:705026,,,106.84
N:498574,,,106.84
N:255769,,,272.13
N:618644,,,418.82
N:31578,,,106.85
N:337157,,,106.85
N:256774,,,283.4
N:154561,,,247.43
N:435401,,,106.85
N:46837,,,106.86
N:291018,,,106.86
N:595837,,,106.86
N:489345,,,262.66
N:300015,,,106.87
N:623173,,6.46,106.87
N:596939,,,106.87
N:168263,,,106.87
N:463178,,,380.75
N:275366,,,106.88
N:204122,,,106.88
N:236028,,,289.47
N:176972,,,106.88
N:553159,,,277.54
N:282068,,,106.89
N:346006,,,106.89
N:317183,,,106.89
N:258438,,,381.15
N:717286,,,106.9
N:302433,,,106.91
N:625053,,,106.91
N:365981,,,272.53
N:346517,,,106.91
N:378977,,,106.91
N:592719,,,106.91
N:110481,,,333.46
N:486913,,,248.8
N:461756,,,106.92
N:292499,,,215.17
N:221629,,,249.04
N:707197,,,450.95
N:353169,,,106.92
N:112154,,,257.36
N:669790,,,232.88
N:257174,,,106.93
N:203739,,,302.9
N:432897,,,280.51
N:280726,,,106.94
N:206738,,,106.94
N:124120,,,366.77
N:383736,,,106.94
N:771750,,,106.94
N:624437,,,106.94
N:508884,,,106.95
N:222293,,,254.61
N:403225,,,106.95
N:253465,2.85,3.24,106.95
N:650330,,,274.35
N:347447,,,106.96
N:376844,,,106.97
N:301405,,,106.98
N:587557,,,408.76
N:103789,3.25,2.69,106.98
N:307231,,,255.99
N:451570,,,106.99
N:26556,,,311.41
N:29796,,,264.64
N:434964,,,342.5
N:70810,,,217.54
N:505455,,,106.99
N:462566,,7.47,107.0
N:521610,,,244.67
N:242238,,,107.0
N:309418,,,256.43
N:370456,,,214.47
N:418828,,,107.0
N:209628,,,107.0
N:588276,,,107.01
N:151737,2.73,5.42,107.01
N:567228,,,107.02
N:328799,,,107.02
N:346833,,,107.02
N:306216,,,217.77
N:333900,,,278.62
N:469277,,,107.02
N:493680,,,303.69
N:402191,,,269.16
N:238003,,,265.76
N:205458,,,107.02
N:578365,,2.52,107.03
N:389500,,,250.55
N:394756,,,245.48
N:681173,,,107.03
N:257850,,,264.28
N:242958,,,107.03
N:128773,,,236.96
N:593068,,,107.03
N:311082,,,107.04
N:685761,,,107.04
N:229451,,,107.04
N:486281,,,439.24
N:399519,,,107.04
N:193088,,,220.79
N:297260,,,107.04
N:305991,,,107.04
N:566449,,,107.04
N:717059,,,255.65
N:197049,,,107.05
N:297504,,,107.05
N:799873,,,107.06
N:547146,,,107.06
N:401570,,,107.06
N:132617,,,107.06
N:286988,,,107.06
N:390964,,,380.7
N:631471,,,107.07
N:224164,,,107.07
N:376854,,,107.07
N:510271,3.1,2.76,107.07
N:90802,,,107.08
N:545490,,,107.08
N:373086,,,107.08
N:671128,,,107.08
N:404838,,,345.93
N:496110,,,107.09
N:294772,,,309.06
N:631527,,,107.1
N:586228,,,278.75
N:618120,,,473.35
N:357691,,,223.93
N:589295,,,354.26
N:301916,,,107.1
N:567513,,,107.1
N:239286,,,107.1
N:527283,,,354.18
N:233842,,,215.58
N:593103,,,233.7
N:18616,,,107.12
N:459827,,,107.12
N:30255,,,107.13
N:642190,,,530.92
N:168391,,,107.13
N:60961,,,107.14
N:390420,,,285.52
N:310016,,,107.15
N:625455,,,107.15
N:85844,,,107.15
N:471930,,,107.15
N:666565,,,107.16
N:74239,,,258.5
N:472298,,,107.17
N:502976,,,107.17
N:666134,,,345.47
N:682134,,,107.17
N:677935,,,107.18
N:274109,,,239.7
N:525639,,,107.18
N:152600,,,274.42
N:458650,,,107.18
N:199585,,,216.7
N:561108,,,428.97
N:275716,,,107.2
N:321155,,,107.2
N:270608,,,107.2
N:36044,,,260.99
N:231382,,,383.26
N:129306,,,352.42
N:172972,,,107.21
N:370606,,,107.21
N:243723,,,107.21
N:394345,,,215.55
N:83788,,,107.21
N:269163,,,107.22
N:495801,,,306.88
N:122587,,,251.78
N:337609,,,502.11
N:81462,,,286.09
N:145398,,,107.23
N:187936,,,316.17
N:340013,,,107.23
N:444715,,,107.24
N:205172,,,107.24
N:276732,,,107.24
N:104278,4.1,3.22,107.24
N:678695,,,107.24
N:491382,,,107.24
N:564431,,,107.25
N:314253,,,107.25
N:673394,,,107.25
N:107141,,,228.75
N:407441,,,107.25
N:267190,,,107.26
N:568275,,,302.47
N:619814,,,107.26
N:698096,,,240.42
N:161595,,,275.37
N:235848,,,244.97
N:227579,,,227.81
N:682601,,,107.28
N:317156,,,107.28
N:502382,,,107.28
N:620351,,,107.28
N:463394,,,353.04
N:380896,,,107.3
N:425093,,,241.83
N:153087,,,244.04
N:398978,,,107.31
N:336612,,,107.31
N:231361,,,107.31
N:367015,,,107.32
N:750101,,,344.68
N:335249,,,107.32
N:510194,,,107.32
N:674242,,,107.32
N:441373,,,107.32
N:193578,,,107.33
N:382262,,,107.34
N:597307,,,107.34
N:379997,,,107.34
N:395170,,,238.76
N:263465,,,107.35
N:87537,,,234.59
N:382604,,,241.8
N:440897,,,260.89
N:273958,,,287.72
N:419813,,,222.88
N:489093,,,302.92
N:248634,3.61,6.09,107.37
N:456510,,,258.09
N:518601,,,107.37
N:567357,,,107.37
N:178243,,,107.38
N:159049,,,215.74
N:570003,,,107.39
N:135599,,,107.39
N:89224,,,107.39
N:500924,,,246.51
N:608575,,,296.92
N:276262,,,107.4
N:626985,,,107.4
N:406016,,,107.41
N:569035,,,107.41
N:728877,,,107.42
N:582420,,,107.43
N:567256,,,107.43
N:551735,,,258.95
N:368136,,,107.43
N:470148,,,107.43
N:562638,,,107.43
N:626295,,,214.89
N:538609,,,107.44
N:712507,,,275.71
N:582562,,,107.44
N:139170,,,107.45
N:549527,,,107.45
N:429117,,,254.27
